Date,Workout,,,,,,,,
2015-11-30 14:23,182,,,,,,,,
2015-11-30 14:23,182,,,,,,,,
2015-11-30 14:23,182,,,,,,,,
2015-11-30 14:23,182,,,,,,,,
2015-11-30 14:23,231,,,,,,,,
2015-11-30 14:23,231,,,,,,,,
2015-11-30 14:23,231,,,,,,,,
2015-11-30 14:23,272,,,,,,,,
2015-11-30 14:23,272,,,,,,,,
2015-11-30 14:23,274,,,,,,,,
2015-11-30 14:23,274,,,,,,,,
2015-11-30 14:23,274,,,,,,,,
2015-11-30 14:23,274,,,,,,,,
2015-11-30 14:23,274,,,,,,,,
2015-11-30 14:23,66,,,,,,,,
2015-11-30 14:23,66,,,,,,,,
2015-11-30 14:23,66,,,,,,,,
2015-11-30 14:23,66,,,,,,,,
2015-11-30 14:23,231,,,,,,,,
2015-11-30 14:23,231,,,,,,,,
2015-11-30 14:23,231,,,,,,,,
2015-11-30 14:23,272,,,,,,,,
2015-11-30 14:23,272,,,,,,,,
2015-12-02 17:13,197,,,,,,,,
2015-12-02 17:13,197,,,,,,,,
2015-12-02 17:13,197,,,,,,,,
2015-12-02 17:13,197,,,,,,,,
2015-12-02 17:13,197,,,,,,,,
2015-12-02 17:13,197,,,,,,,,
2015-12-02 17:13,197,,,,,,,,
2015-12-02 17:13,265,,,,,,,,
2015-12-02 17:13,265,,,,,,,,
2015-12-02 17:13,265,,,,,,,,
2015-12-02 17:13,222,,,,,,,,
2015-12-02 17:13,222,,,,,,,,
2015-12-02 17:13,197,,,,,,,,
2015-12-02 17:13,197,,,,,,,,
2015-12-02 17:13,197,,,,,,,,
2015-12-02 17:13,197,,,,,,,,
2015-12-02 17:13,197,,,,,,,,
2015-12-02 17:13,197,,,,,,,,
2015-12-02 17:13,197,,,,,,,,
2015-12-02 17:13,265,,,,,,,,
2015-12-02 17:13,265,,,,,,,,
2015-12-02 17:13,265,,,,,,,,
2015-12-02 17:13,222,,,,,,,,
2015-12-02 17:13,222,,,,,,,,
